"No.","Time","Source","Destination","Protocol","Length","Info"
"6046","48.724370","45.7.37.2","192.168.0.69","UDP","157","7180  >  62896 Len=115"
"6047","48.724493","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6048","48.733159","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6049","48.760294","45.7.37.2","192.168.0.69","UDP","111","7180  >  62896 Len=69"
"6050","48.760422","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6051","48.767771","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6052","48.783750","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6054","48.792126","45.7.37.2","192.168.0.69","UDP","98","7180  >  62896 Len=56"
"6055","48.792238","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6056","48.818757","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6057","48.836177","45.7.37.2","192.168.0.69","UDP","246","7180  >  62896 Len=204"
"6058","48.836299","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6059","48.858588","45.7.37.2","192.168.0.69","UDP","223","7180  >  62896 Len=181"
"6060","48.858708","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6061","48.870447","192.168.0.69","45.7.37.2","UDP","86","62896  >  7180 Len=44"
"6062","48.890965","45.7.37.2","192.168.0.69","UDP","100","7180  >  62896 Len=58"
"6063","48.891120","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6064","48.923980","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6065","48.925307","45.7.37.2","192.168.0.69","UDP","90","7180  >  62896 Len=48"
"6066","48.925473","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6068","48.994392","45.7.37.2","192.168.0.69","UDP","152","7180  >  62896 Len=110"
"6069","48.994555","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6070","49.024516","45.7.37.2","192.168.0.69","UDP","79","7180  >  62896 Len=37"
"6071","49.024670","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6072","49.059122","45.7.37.2","192.168.0.69","UDP","85","7180  >  62896 Len=43"
"6073","49.059250","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6074","49.070499","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6075","49.103173","45.7.37.2","192.168.0.69","UDP","199","7180  >  62896 Len=157"
"6076","49.103376","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6077","49.122327","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6078","49.126614","45.7.37.2","192.168.0.69","UDP","198","7180  >  62896 Len=156"
"6079","49.126785","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6080","49.140519","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6081","49.159645","45.7.37.2","192.168.0.69","UDP","298","7180  >  62896 Len=256"
"6082","49.159798","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6083","49.168001","192.168.0.69","45.7.37.2","UDP","86","62896  >  7180 Len=44"
"6084","49.191369","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6085","49.193460","45.7.37.2","192.168.0.69","UDP","213","7180  >  62896 Len=171"
"6086","49.193627","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6087","49.218893","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6088","49.228941","45.7.37.2","192.168.0.69","UDP","322","7180  >  62896 Len=280"
"6089","49.229081","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6090","49.260178","45.7.37.2","192.168.0.69","UDP","212","7180  >  62896 Len=170"
"6091","49.260312","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6095","49.295123","45.7.37.2","192.168.0.69","UDP","95","7180  >  62896 Len=53"
"6096","49.295439","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6097","49.327455","45.7.37.2","192.168.0.69","UDP","120","7180  >  62896 Len=78"
"6099","49.327686","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6100","49.371045","45.7.37.2","192.168.0.69","UDP","483","7180  >  62896 Len=441"
"6101","49.371183","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6102","49.385892","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6103","49.427036","45.7.37.2","192.168.0.69","UDP","130","7180  >  62896 Len=88"
"6104","49.427211","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6105","49.436821","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6106","49.458861","45.7.37.2","192.168.0.69","UDP","79","7180  >  62896 Len=37"
"6107","49.458992","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6108","49.494453","45.7.37.2","192.168.0.69","UDP","91","7180  >  62896 Len=49"
"6109","49.494706","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6110","49.503523","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6111","49.527547","45.7.37.2","192.168.0.69","UDP","330","7180  >  62896 Len=288"
"6112","49.527682","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6115","49.554557","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6117","49.563433","45.7.37.2","192.168.0.69","UDP","521","7180  >  62896 Len=479"
"6118","49.563563","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6119","49.575483","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6122","49.595423","45.7.37.2","192.168.0.69","UDP","236","7180  >  62896 Len=194"
"6123","49.595629","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6124","49.606136","192.168.0.69","45.7.37.2","UDP","82","62896  >  7180 Len=40"
"6125","49.626622","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6126","49.647630","45.7.37.2","192.168.0.69","UDP","421","7180  >  62896 Len=379"
"6127","49.647630","45.7.37.2","192.168.0.69","UDP","235","7180  >  62896 Len=193"
"6128","49.647790","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6129","49.647813","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6130","49.649175","192.168.0.69","45.7.37.2","UDP","80","62896  >  7180 Len=38"
"6131","49.657838","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6132","49.658750","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6133","49.660155","45.7.37.2","192.168.0.69","UDP","187","7180  >  62896 Len=145"
"6134","49.660248","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6135","49.674412","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6136","49.698989","45.7.37.2","192.168.0.69","UDP","693","7180  >  62896 Len=651"
"6137","49.699144","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6138","49.701579","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6139","49.709705","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6140","49.719416","45.7.37.2","192.168.0.69","UDP","88","7180  >  62896 Len=46"
"6141","49.719544","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6142","49.725185","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6143","49.729622","45.7.37.2","192.168.0.69","UDP","254","7180  >  62896 Len=212"
"6144","49.729783","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6145","49.741296","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6146","49.764759","45.7.37.2","192.168.0.69","UDP","406","7180  >  62896 Len=364"
"6147","49.764895","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6148","49.776596","192.168.0.69","45.7.37.2","UDP","90","62896  >  7180 Len=48"
"6150","49.792270","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6151","49.796871","45.7.37.2","192.168.0.69","UDP","193","7180  >  62896 Len=151"
"6152","49.797057","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6153","49.806018","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6154","49.827285","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6155","49.829625","45.7.37.2","192.168.0.69","UDP","110","7180  >  62896 Len=68"
"6156","49.829731","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6157","49.856641","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6158","49.860604","45.7.37.2","192.168.0.69","UDP","192","7180  >  62896 Len=150"
"6159","49.860762","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6160","49.872695","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6162","49.907768","45.7.37.2","192.168.0.69","UDP","325","7180  >  62896 Len=283"
"6163","49.908541","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6164","49.923719","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6165","49.927928","45.7.37.2","192.168.0.69","UDP","203","7180  >  62896 Len=161"
"6166","49.928074","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6173","49.960094","45.7.37.2","192.168.0.69","UDP","252","7180  >  62896 Len=210"
"6174","49.960236","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6175","49.966940","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6179","49.996215","45.7.37.2","192.168.0.69","UDP","343","7180  >  62896 Len=301"
"6180","49.996439","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6181","50.007251","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6182","50.017760","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6183","50.030067","45.7.37.2","192.168.0.69","UDP","351","7180  >  62896 Len=309"
"6184","50.030367","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6185","50.058322","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6186","50.064266","45.7.37.2","192.168.0.69","UDP","393","7180  >  62896 Len=351"
"6187","50.064417","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6188","50.096622","45.7.37.2","192.168.0.69","UDP","536","7180  >  62896 Len=494"
"6189","50.096781","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6190","50.106780","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6191","50.128074","45.7.37.2","192.168.0.69","UDP","186","7180  >  62896 Len=144"
"6192","50.128210","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6193","50.138094","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6194","50.157693","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6195","50.175140","45.7.37.2","192.168.0.69","UDP","467","7180  >  62896 Len=425"
"6196","50.175317","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6197","50.187260","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6198","50.188740","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6199","50.195098","45.7.37.2","192.168.0.69","UDP","170","7180  >  62896 Len=128"
"6200","50.195246","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6201","50.209848","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6203","50.229774","45.7.37.2","192.168.0.69","UDP","79","7180  >  62896 Len=37"
"6204","50.229892","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6205","50.238218","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6207","50.260711","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6208","50.263979","45.7.37.2","192.168.0.69","UDP","621","7180  >  62896 Len=579"
"6209","50.264236","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6212","50.273194","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6219","50.294927","45.7.37.2","192.168.0.69","UDP","255","7180  >  62896 Len=213"
"6220","50.295104","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6221","50.308603","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6226","50.324264","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6227","50.330679","45.7.37.2","192.168.0.69","UDP","690","7180  >  62896 Len=648"
"6228","50.330801","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6229","50.349492","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6230","50.359665","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6231","50.362550","45.7.37.2","192.168.0.69","UDP","318","7180  >  62896 Len=276"
"6232","50.362754","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6234","50.378917","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6235","50.396235","45.7.37.2","192.168.0.69","UDP","100","7180  >  62896 Len=58"
"6236","50.396718","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6237","50.400666","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6238","50.406315","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6239","50.429657","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6240","50.457442","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6241","50.466582","192.168.0.69","45.7.37.2","UDP","92","62896  >  7180 Len=50"
"6242","50.473412","45.7.37.2","192.168.0.69","UDP","750","7180  >  62896 Len=708"
"6243","50.473560","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6244","50.484699","45.7.37.2","192.168.0.69","UDP","488","7180  >  62896 Len=446"
"6245","50.484843","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6246","50.485332","192.168.0.69","45.7.37.2","UDP","82","62896  >  7180 Len=40"
"6247","50.492901","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6250","50.520736","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6251","50.535980","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6252","50.543661","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6253","50.552711","45.7.37.2","192.168.0.69","UDP","507","7180  >  62896 Len=465"
"6254","50.552847","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6256","50.562770","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6257","50.584301","45.7.37.2","192.168.0.69","UDP","79","7180  >  62896 Len=37"
"6258","50.584454","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6261","50.613535","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6262","50.649833","45.7.37.2","192.168.0.69","UDP","126","7180  >  62896 Len=84"
"6263","50.649951","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6264","50.656224","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6266","50.707259","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6267","50.734415","45.7.37.2","192.168.0.69","UDP","721","7180  >  62896 Len=679"
"6268","50.734415","45.7.37.2","192.168.0.69","UDP","715","7180  >  62896 Len=673"
"6269","50.734756","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6270","50.734798","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6271","50.743646","45.7.37.2","192.168.0.69","UDP","114","7180  >  62896 Len=72"
"6272","50.743792","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6273","50.746019","192.168.0.69","45.7.37.2","UDP","108","62896  >  7180 Len=66"
"6274","50.753395","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6275","50.773591","192.168.0.69","45.7.37.2","UDP","83","62896  >  7180 Len=41"
"6276","50.776177","45.7.37.2","192.168.0.69","UDP","98","7180  >  62896 Len=56"
"6277","50.776285","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6281","50.787496","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6282","50.796616","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6283","50.804610","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6284","50.811166","45.7.37.2","192.168.0.69","UDP","382","7180  >  62896 Len=340"
"6285","50.811285","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6286","50.819717","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6287","50.827677","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6288","50.838041","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6289","50.845040","45.7.37.2","192.168.0.69","UDP","306","7180  >  62896 Len=264"
"6290","50.845206","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6291","50.870410","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6292","50.876784","45.7.37.2","192.168.0.69","UDP","80","7180  >  62896 Len=38"
"6293","50.876908","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6294","50.885084","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6295","50.920881","45.7.37.2","192.168.0.69","UDP","711","7180  >  62896 Len=669"
"6296","50.920881","45.7.37.2","192.168.0.69","UDP","486","7180  >  62896 Len=444"
"6297","50.921050","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6298","50.921072","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6299","50.929107","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6300","50.936197","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6301","50.955623","45.7.37.2","192.168.0.69","UDP","725","7180  >  62896 Len=683"
"6302","50.955623","45.7.37.2","192.168.0.69","UDP","249","7180  >  62896 Len=207"
"6303","50.955796","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6304","50.955818","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6305","50.970248","192.168.0.69","45.7.37.2","UDP","96","62896  >  7180 Len=54"
"6306","50.976175","45.7.37.2","192.168.0.69","UDP","332","7180  >  62896 Len=290"
"6307","50.976295","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6308","50.980487","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6310","51.010132","45.7.37.2","192.168.0.69","UDP","339","7180  >  62896 Len=297"
"6311","51.010335","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6312","51.021399","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6313","51.024894","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6315","51.044329","45.7.37.2","192.168.0.69","UDP","450","7180  >  62896 Len=408"
"6316","51.044468","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6317","51.075802","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6318","51.080240","45.7.37.2","192.168.0.69","UDP","236","7180  >  62896 Len=194"
"6319","51.080363","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6320","51.087837","192.168.0.69","45.7.37.2","UDP","102","62896  >  7180 Len=60"
"6324","51.121058","45.7.37.2","192.168.0.69","UDP","846","7180  >  62896 Len=804"
"6325","51.121058","45.7.37.2","192.168.0.69","UDP","765","7180  >  62896 Len=723"
"6326","51.121058","45.7.37.2","192.168.0.69","UDP","391","7180  >  62896 Len=349"
"6327","51.121058","45.7.37.2","192.168.0.69","UDP","357","7180  >  62896 Len=315"
"6328","51.121058","45.7.37.2","192.168.0.69","UDP","263","7180  >  62896 Len=221"
"6329","51.121297","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6330","51.121326","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6331","51.121421","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6332","51.121534","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6333","51.121636","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6336","51.137553","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6337","51.138559","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6338","51.147641","45.7.37.2","192.168.0.69","UDP","383","7180  >  62896 Len=341"
"6339","51.147790","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6340","51.167017","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6342","51.176052","45.7.37.2","192.168.0.69","UDP","388","7180  >  62896 Len=346"
"6343","51.176195","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6344","51.185068","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6346","51.188371","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6347","51.219591","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6348","51.228498","45.7.37.2","192.168.0.69","UDP","533","7180  >  62896 Len=491"
"6349","51.228498","45.7.37.2","192.168.0.69","UDP","522","7180  >  62896 Len=480"
"6350","51.228696","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6351","51.228719","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6352","51.236246","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6353","51.243306","192.168.0.69","45.7.37.2","UDP","86","62896  >  7180 Len=44"
"6354","51.243802","45.7.37.2","192.168.0.69","UDP","291","7180  >  62896 Len=249"
"6355","51.243909","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6356","51.259168","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6360","51.277095","45.7.37.2","192.168.0.69","UDP","457","7180  >  62896 Len=415"
"6361","51.277241","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6362","51.286019","192.168.0.69","45.7.37.2","UDP","99","62896  >  7180 Len=57"
"6363","51.293789","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6364","51.294526","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6365","51.310006","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6366","51.310768","45.7.37.2","192.168.0.69","UDP","291","7180  >  62896 Len=249"
"6367","51.310874","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6368","51.325289","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6369","51.336734","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6370","51.344469","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6371","51.345904","45.7.37.2","192.168.0.69","UDP","389","7180  >  62896 Len=347"
"6372","51.346058","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6373","51.358529","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6374","51.376181","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6375","51.382361","45.7.37.2","192.168.0.69","UDP","216","7180  >  62896 Len=174"
"6376","51.382544","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6377","51.392839","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6378","51.409220","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6379","51.413786","45.7.37.2","192.168.0.69","UDP","533","7180  >  62896 Len=491"
"6380","51.413902","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6391","51.425156","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6393","51.443560","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6394","51.448783","45.7.37.2","192.168.0.69","UDP","364","7180  >  62896 Len=322"
"6395","51.448995","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6396","51.459631","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6397","51.475947","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6399","51.491779","45.7.37.2","192.168.0.69","UDP","341","7180  >  62896 Len=299"
"6400","51.491915","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6401","51.510526","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6402","51.513266","45.7.37.2","192.168.0.69","UDP","443","7180  >  62896 Len=401"
"6403","51.513377","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6407","51.524481","192.168.0.69","45.7.37.2","UDP","77","62896  >  7180 Len=35"
"6416","51.546301","45.7.37.2","192.168.0.69","UDP","155","7180  >  62896 Len=113"
"6417","51.546446","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6418","51.575684","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6419","51.579324","45.7.37.2","192.168.0.69","UDP","136","7180  >  62896 Len=94"
"6420","51.579435","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6424","51.595089","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6425","51.612754","45.7.37.2","192.168.0.69","UDP","401","7180  >  62896 Len=359"
"6426","51.612899","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6427","51.621589","192.168.0.69","45.7.37.2","UDP","86","62896  >  7180 Len=44"
"6428","51.645276","45.7.37.2","192.168.0.69","UDP","175","7180  >  62896 Len=133"
"6429","51.645433","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6430","51.645897","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6432","51.672644","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
"6433","51.678539","45.7.37.2","192.168.0.69","UDP","421","7180  >  62896 Len=379"
"6434","51.678663","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6435","51.695311","192.168.0.69","45.7.37.2","UDP","73","62896  >  7180 Len=31"
"6437","51.715780","45.7.37.2","192.168.0.69","UDP","545","7180  >  62896 Len=503"
"6438","51.715943","192.168.0.69","45.7.37.2","UDP","69","62896  >  7180 Len=27"
"6439","51.719889","192.168.0.69","45.7.37.2","UDP","80","62896  >  7180 Len=38"
"6440","51.724956","192.168.0.69","45.7.37.2","UDP","86","62896  >  7180 Len=44"
"6441","51.746184","45.7.37.2","192.168.0.69","UDP","61","7180  >  62896 Len=19"
