Tempo Max | Perda de Pacote | Oscilação | Tempo de Trajeto Completo
161ms | Perda de Pacote:0% | 0.5ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 2.2ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 0.5ms | Trajeto: 162ms
162ms | Perda de Pacote:0% | 1.1ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 1.3ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 2.2ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 0.4ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 0.4ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 3.3ms | Trajeto: 157ms
160ms | Perda de Pacote:0% | 1.1ms | Trajeto: 161ms
157ms | Perda de Pacote:0% | 0.8ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 1.2ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 2.6ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 2.2ms | Trajeto: 158ms
157ms | Perda de Pacote:0% | 0.4ms | Trajeto: 157ms
160ms | Perda de Pacote:0% | 4.4ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 0.4ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 2.7ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 4.8ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.6ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 4.2ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 4.1ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 1.5ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 0.4ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 4.0ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 2.0ms | Trajeto: 162ms
162ms | Perda de Pacote:0% | 0.1ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.5ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 2.2ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 2.0ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 4.9ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 0.4ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 0.7ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.6ms | Trajeto: 157ms
156ms | Perda de Pacote:0% | 1.5ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.3ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 2.3ms | Trajeto: 157ms
160ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 3.6ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 0.7ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 0.3ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 1.2ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 2.3ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 0.8ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 2.1ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 3.4ms | Trajeto: 157ms
157ms | Perda de Pacote:0% | 1.9ms | Trajeto: 159ms
157ms | Perda de Pacote:0% | 0.5ms | Trajeto: 157ms
158ms | Perda de Pacote:0% | 1.7ms | Trajeto: 158ms
166ms | Perda de Pacote:0% | 6.8ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 1.0ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 3.8ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.6ms | Trajeto: 140ms
157ms | Perda de Pacote:0% | 2.6ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 2.2ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 2.2ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 1.6ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.8ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 0.4ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.5ms | Trajeto: 161ms
157ms | Perda de Pacote:0% | 0.2ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 0.4ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 4.1ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 0.2ms | Trajeto: 157ms
158ms | Perda de Pacote:0% | 1.2ms | Trajeto: 157ms
164ms | Perda de Pacote:0% | 0.6ms | Trajeto: 157ms
157ms | Perda de Pacote:0% | 1.9ms | Trajeto: 161ms
157ms | Perda de Pacote:0% | 3.9ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 1.3ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.1ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 0.2ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 1.1ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.7ms | Trajeto: 140ms
179ms | Perda de Pacote:0% | Trajeto: 165ms
162ms | Perda de Pacote:0% | 2.1ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 0.4ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 3.6ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 0.8ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 4.5ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 7.0ms | Trajeto: 168ms
161ms | Perda de Pacote:0% | 0.9ms | Trajeto: 140ms
157ms | Perda de Pacote:0% | 0.5ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 4.6ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 3.1ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 2.6ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 4.6ms | Trajeto: 159ms
160ms | Perda de Pacote:0% | 0.3ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 3.2ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 1.5ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 2.0ms | Trajeto: 158ms
160ms | Perda de Pacote:0% | 1.7ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 1.0ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 4.0ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 2.2ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 1.4ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 3.5ms | Trajeto: 157ms
158ms | Perda de Pacote:0% | 0.2ms | Trajeto: 158ms
162ms | Perda de Pacote:0% | 0.7ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 2.0ms | Trajeto: 158ms
162ms | Perda de Pacote:0% | 3.3ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.8ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 2.8ms | Trajeto: 158ms
160ms | Perda de Pacote:0% | 3.8ms | Trajeto: 157ms
157ms | Perda de Pacote:0% | 0.1ms | Trajeto: 157ms
157ms | Perda de Pacote:0% | 0.3ms | Trajeto: 157ms
158ms | Perda de Pacote:0% | 0.7ms | Trajeto: 157ms
157ms | Perda de Pacote:0% | 0.4ms | Trajeto: 157ms
158ms | Perda de Pacote:0% | 0.7ms | Trajeto: 157ms
157ms | Perda de Pacote:0% | 1.1ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 1.0ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.1ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 0.1ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 2.9ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 1.6ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 2.1ms | Trajeto: 159ms
160ms | Perda de Pacote:0% | 0.6ms | Trajeto: 161ms
157ms | Perda de Pacote:0% | 0.3ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 3.6ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 0.2ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 2.5ms | Trajeto: 162ms
157ms | Perda de Pacote:0% | 1.8ms | Trajeto: 159ms
157ms | Perda de Pacote:0% | 3.4ms | Trajeto: 158ms
157ms | Perda de Pacote:0% | 2.8ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 2.4ms | Trajeto: 159ms
160ms | Perda de Pacote:0% | 5.3ms | Trajeto: 165ms
161ms | Perda de Pacote:0% | 0.5ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 2.6ms | Trajeto: 157ms
162ms | Perda de Pacote:0% | 0.6ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 4.0ms | Trajeto: 159ms
163ms | Perda de Pacote:0% | 0.5ms | Trajeto: 162ms
160ms | Perda de Pacote:0% | 2.3ms | Trajeto: 159ms
160ms | Perda de Pacote:0% | 2.9ms | Trajeto: 159ms
160ms | Perda de Pacote:0% | 3.6ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 5.7ms | Trajeto: 142ms
163ms | Perda de Pacote:0% | 6.3ms | Trajeto: 156ms
161ms | Perda de Pacote:0% | 3.4ms | Trajeto: 140ms
157ms | Perda de Pacote:0% | 0.6ms | Trajeto: 157ms
160ms | Perda de Pacote:0% | 2.7ms | Trajeto: 159ms
165ms | Perda de Pacote:0% | 0.5ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 1.9ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 0.5ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 3.4ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 0.8ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
157ms | Perda de Pacote:0% | 0.2ms | Trajeto: 157ms
160ms | Perda de Pacote:0% | 2.8ms | Trajeto: 142ms
161ms | Perda de Pacote:0% | 1.2ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.1ms | Trajeto: 140ms
163ms | Perda de Pacote:0% | 6.0ms | Trajeto: 157ms
162ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 0.3ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.0ms | Trajeto: 161ms
189ms | Perda de Pacote:0% | 3.9ms | Trajeto: 163ms
157ms | Perda de Pacote:0% | 4.1ms | Trajeto: 161ms
157ms | Perda de Pacote:0% | 3.5ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 2.0ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 3.0ms | Trajeto: 159ms
160ms | Perda de Pacote:0% | 2.0ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 0.4ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.2ms | Trajeto: 1642ms
161ms | Perda de Pacote:0% | 2.3ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 2.0ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | Trajeto: 174ms
160ms | Perda de Pacote:0% | 1.6ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 3.7ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 2.2ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 4.7ms | Trajeto: 159ms
160ms | Perda de Pacote:0% | 0.4ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 2.1ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 6.4ms | Trajeto: 167ms
162ms | Perda de Pacote:0% | 1.6ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 3.8ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 2.6ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 0.6ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 1.1ms | Trajeto: 161ms
159ms | Perda de Pacote:0% | 2.2ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.2ms | Trajeto: 140ms
156ms | Perda de Pacote:0% | 4.3ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 2.3ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 0.8ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 2.1ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 2.4ms | Trajeto: 158ms
160ms | Perda de Pacote:0% | 2.3ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 2.2ms | Trajeto: 158ms
174ms | Perda de Pacote:0% | Trajeto: 163ms
161ms | Perda de Pacote:0% | 4.4ms | Trajeto: 159ms
164ms | Perda de Pacote:0% | 5.6ms | Trajeto: 159ms
158ms | Perda de Pacote:0% | 2.6ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 2.8ms | Trajeto: 158ms
160ms | Perda de Pacote:0% | 3.0ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 4.7ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.8ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 4.2ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 0.6ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 2.7ms | Trajeto: 159ms
157ms | Perda de Pacote:0% | 4.3ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 2.9ms | Trajeto: 157ms
164ms | Perda de Pacote:0% | Trajeto: 162ms
157ms | Perda de Pacote:0% | 0.3ms | Trajeto: 157ms
158ms | Perda de Pacote:0% | 1.4ms | Trajeto: 157ms
158ms | Perda de Pacote:0% | 0.8ms | Trajeto: 157ms
182ms | Perda de Pacote:0% | Trajeto: 1648ms
161ms | Perda de Pacote:0% | 1.8ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 2.1ms | Trajeto: 157ms
159ms | Perda de Pacote:0% | 0.8ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 2.7ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 3.7ms | Trajeto: 157ms
156ms | Perda de Pacote:0% | 3.9ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 1.9ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 2.8ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 1.0ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 0.2ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 0.9ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 0.6ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
157ms | Perda de Pacote:0% | 3.9ms | Trajeto: 161ms
164ms | Perda de Pacote:0% | 2.3ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 2.2ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 3.2ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 2.3ms | Trajeto: 158ms
157ms | Perda de Pacote:0% | 3.2ms | Trajeto: 1642ms
161ms | Perda de Pacote:0% | 1.1ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 0.8ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 0.1ms | Trajeto: 162ms
162ms | Perda de Pacote:0% | 5.1ms | Trajeto: 157ms
167ms | Perda de Pacote:0% | 6.3ms | Trajeto: 158ms
162ms | Perda de Pacote:0% | 1.1ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 1.1ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 3.9ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 1.1ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 0.7ms | Trajeto: 140ms
159ms | Perda de Pacote:0% | 3.1ms | Trajeto: 156ms
158ms | Perda de Pacote:0% | 2.0ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 3.9ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.4ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.9ms | Trajeto: 159ms
158ms | Perda de Pacote:0% | 3.6ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 0.6ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 2.3ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.1ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.1ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 0.6ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 3.5ms | Trajeto: 162ms
161ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.1ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 2.3ms | Trajeto: 159ms
160ms | Perda de Pacote:0% | 0.3ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.1ms | Trajeto: 162ms
161ms | Perda de Pacote:0% | 0.4ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.3ms | Trajeto: 161ms
160ms | Perda de Pacote:0% | 2.2ms | Trajeto: 161ms
163ms | Perda de Pacote:0% | 3.5ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 0.9ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.2ms | Trajeto: 157ms
162ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.1ms | Trajeto: 158ms
157ms | Perda de Pacote:0% | 3.8ms | Trajeto: 159ms
163ms | Perda de Pacote:0% | 5.4ms | Trajeto: 159ms
161ms | Perda de Pacote:0% | 3.2ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 5.1ms | Trajeto: 156ms
157ms | Perda de Pacote:0% | 6.5ms | Trajeto: 164ms
157ms | Perda de Pacote:0% | 1.0ms | Trajeto: 158ms
164ms | Perda de Pacote:0% | 3.7ms | Trajeto: 157ms
162ms | Perda de Pacote:0% | 4.1ms | Trajeto: 165ms
161ms | Perda de Pacote:0% | 2.2ms | Trajeto: 161ms
159ms | Perda de Pacote:0% | 1.0ms | Trajeto: 158ms
160ms | Perda de Pacote:0% | 2.4ms | Trajeto: 157ms
157ms | Perda de Pacote:0% | 0.4ms | Trajeto: 157ms
170ms | Perda de Pacote:0% | 5.2ms | Trajeto: 166ms
161ms | Perda de Pacote:0% | 2.3ms | Trajeto: 159ms
164ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.6ms | Trajeto: 161ms
158ms | Perda de Pacote:0% | 2.9ms | Trajeto: 159ms
158ms | Perda de Pacote:0% | 2.2ms | Trajeto: 140ms
167ms | Perda de Pacote:0% | 7.7ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 1.9ms | Trajeto: 157ms
157ms | Perda de Pacote:0% | 0.1ms | Trajeto: 157ms
162ms | Perda de Pacote:0% | 0.4ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 2.2ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 3.7ms | Trajeto: 159ms
157ms | Perda de Pacote:0% | 1.2ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 2.2ms | Trajeto: 157ms
157ms | Perda de Pacote:0% | 3.1ms | Trajeto: 140ms
162ms | Perda de Pacote:0% | 0.2ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.4ms | Trajeto: 157ms
163ms | Perda de Pacote:0% | 2.7ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 0.5ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.8ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 0.3ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.9ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 0.3ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 1.0ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 3.1ms | Trajeto: 162ms
162ms | Perda de Pacote:0% | 1.9ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 1.2ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 1.5ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 0.8ms | Trajeto: 140ms
161ms | Perda de Pacote:0% | 0.1ms | Trajeto: 161ms
157ms | Perda de Pacote:0% | 2.5ms | Trajeto: 161ms
162ms | Perda de Pacote:0% | 1.1ms | Trajeto: 161ms
161ms | Perda de Pacote:0% | 3.3ms | Trajeto: 157ms
162ms | Perda de Pacote:0% | 0.9ms | Trajeto: 162ms
163ms | Perda de Pacote:0% | 4.8ms | Trajeto: 159ms
162ms | Perda de Pacote:0% | 1.6ms | Trajeto: 162ms
162ms | Perda de Pacote:0% | 0.6ms | Trajeto: 140ms
160ms | Perda de Pacote:0% | 3.7ms | Trajeto: 157ms
160ms | Perda de Pacote:0% | 2.1ms | Trajeto: 142ms
160ms | Perda de Pacote:0% | 3.8ms | Trajeto: 158ms
161ms | Perda de Pacote:0% | 0.9ms | Trajeto: 157ms
161ms | Perda de Pacote:0% | 3.8ms | Trajeto: 159ms
