Tempo Max | Perda de Pacote | Oscilação | Tempo de Trajeto Completo
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.0ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 50ms
52ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 50ms
52ms | Perda de Pacote:0% | 1.2ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.9ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
50ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 50ms
53ms | Perda de Pacote:0% | Trajeto: 51ms
51ms | Perda de Pacote:0% | Trajeto: 51ms
52ms | Perda de Pacote:0% | Trajeto: 51ms
51ms | Perda de Pacote:0% | Trajeto: 50ms
51ms | Perda de Pacote:0% | Trajeto: 51ms
51ms | Perda de Pacote:0% | Trajeto: 51ms
51ms | Perda de Pacote:0% | Trajeto: 51ms
52ms | Perda de Pacote:0% | Trajeto: 1ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.8ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 50ms
52ms | Perda de Pacote:0% | 0.8ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.8ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 1.7ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 1.4ms | Trajeto: 52ms
53ms | Perda de Pacote:0% | 2.0ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
53ms | Perda de Pacote:0% | 1.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 50ms
50ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
53ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
53ms | Perda de Pacote:0% | 1.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
54ms | Perda de Pacote:0% | 6.7ms | Trajeto: 66ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.8ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 1.0ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.8ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
50ms | Perda de Pacote:0% | 1.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 1.0ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
50ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 1.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.2ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 1.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.8ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.0ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.9ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.9ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.8ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.9ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 1.0ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 52ms
52ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.0ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
53ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
75ms | Perda de Pacote:0% | 6.4ms | Trajeto: 57ms
51ms | Perda de Pacote:0% | 2.5ms | Trajeto: 71ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
57ms | Perda de Pacote:0% | 2.9ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.9ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
53ms | Perda de Pacote:0% | 0.8ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.9ms | Trajeto: 51ms
50ms | Perda de Pacote:0% | 1.6ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 1.0ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
50ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
54ms | Perda de Pacote:0% | 2.0ms | Trajeto: 52ms
55ms | Perda de Pacote:0% | 1.7ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
63ms | Perda de Pacote:0% | 3.3ms | Trajeto: 75ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
54ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
54ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 1.2ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
54ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
53ms | Perda de Pacote:0% | 1.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 50ms
52ms | Perda de Pacote:0% | 3.4ms | Trajeto: 53ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.5ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.4ms | Trajeto: 50ms
51ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.2ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.7ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.9ms | Trajeto: 52ms
52ms | Perda de Pacote:0% | 1.2ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 1.0ms | Trajeto: 51ms
52ms | Perda de Pacote:0% | 0.4ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 1.5ms | Trajeto: 52ms
51ms | Perda de Pacote:0% | 0.3ms | Trajeto: 51ms
50ms | Perda de Pacote:0% | 0.7ms | Trajeto: 51ms
88ms | Perda de Pacote:0% | 8.8ms | Trajeto: 60ms
51ms | Perda de Pacote:0% | 0.6ms | Trajeto: 51ms
51ms | Perda de Pacote:0% | 0.1ms | Trajeto: 51ms
53ms | Perda de Pacote:0% | 9.6ms | Trajeto: 61ms
